contest_number,draw_date,agent,contest_rank,ticket_index,main_draw,auxiliary_draw,main_hits,auxiliary_hits,roi_alpha_vs_house_pp,win_rate_vs_house_pct,crowd_escape_score,momentum_score,commitment_sha256,score_status,evaluation_scope
1,2026-07-21,uniform_random,7,11,1 16 21 34 39,10 11,1,1,0.0,0.0,94.67023971102284,85.30303030303031,3ff7352411c7ac60570f6f7817f871a5f7653934f1b41d8b98f527817b4101cd,observed,observed_history_forward_replay
1,2026-07-21,uniform_random,7,12,6 12 13 20 41,3 9,0,0,0.0,0.0,82.71064033984005,85.0,40d3b1e0c009f8a9603753e31fe68bdda188120cdfe9b4a2553c638daaaf26c5,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,1,5 11 41 49 50,2 3,0,1,1.942673516064608,100.0,98.56370249594157,79.84848484848484,4b7d9104b1424bd3c416202f4c21c35bb863025d9574fd44efda9d79be571e7e,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,2,6 26 38 43 45,3 5,0,0,1.942673516064608,100.0,99.34933173358824,81.36363636363637,d6edc4ce7c9c9a29d115ea6d601bc9b082d03144a733345ff07437528adef761,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,3,3 5 18 26 46,1 3,1,0,1.942673516064608,100.0,84.21156676141419,80.60606060606061,a927c473534f87f7e348d38318a6faf7c52e96acd15db13fcf6a8487450b0e82,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,4,16 17 31 32 39,5 9,1,0,1.942673516064608,100.0,98.25018974468901,84.84848484848484,b00b18de7153f569e3c2132bbbad4f2b22fda09c4d6e8fa4cac20a8f2448d3b7,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,5,12 13 21 22 25,3 6,0,0,1.942673516064608,100.0,52.51735648026899,81.36363636363637,269fb5f15ec748e7c42f810c18fb9223514eafbde194a4715d1fd1867537cf5f,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,6,9 23 24 26 43,4 12,0,0,1.942673516064608,100.0,92.51385154065349,84.3939393939394,d543b6540a2d6b41b280b3b49772b524b30fbabb5beaaa146192e2ff045bccf9,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,7,17 19 32 42 44,5 10,0,0,1.942673516064608,100.0,99.25609138763836,92.12121212121212,b1832c9c463d89f356dc863e69a79c702d068f18897c74349bf4f5770db7be72,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,8,1 8 20 32 47,10 12,1,0,1.942673516064608,100.0,94.79538115951792,81.81818181818181,af96f3fa5faf76e8f5458083d04744ca5b415d450f0162b60b80f443ba221b4c,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,9,7 17 34 35 46,8 12,0,0,1.942673516064608,100.0,98.00102899913215,88.7878787878788,758ab52b4247c581fb5faf9118a55ec5d97428729cf44efd2769f78d46fc7cfe,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,10,13 17 21 25 41,6 12,0,0,1.942673516064608,100.0,90.94324363910576,88.18181818181819,f586099d45dd9c00f4c0916b7a83a88f96668ae03bb63119d26af9354afcf473,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,11,3 6 14 21 37,11 12,1,1,1.942673516064608,100.0,54.02318517827502,85.15151515151516,4809b3841f9aec50a1d24f5e66b77c4246f6bd5b4f48e889710327f666365611,observed,observed_history_forward_replay
1,2026-07-21,frequency,3,12,4 9 17 32 44,3 11,0,1,1.942673516064608,100.0,94.634920968002,85.60606060606061,00065a70dfc7cf718f5016dbbe61e569db5be791cf06730c8a4a299f35259d61,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,1,39 41 43 46 50,3 6,1,0,5.250091114533784,100.0,99.99565695368518,80.75757575757576,2eec6a4b248e9014504b9528d682543f977fa8c299c71ff37d09ac547784912a,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,2,33 44 45 47 50,3 9,0,0,5.250091114533784,100.0,99.99565695368518,82.87878787878788,142e015f094699ba5480312658157ef4e2c7cfb0fb6a3fc3f2856e37786b7a0d,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,3,38 41 44 47 48,8 9,0,0,5.250091114533784,100.0,99.9952251478612,84.69696969696969,7507af8332c8806e5103aadc9f2c30440261e475338fe99efce844a57d643d6c,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,4,34 39 45 48 50,10 11,1,1,5.250091114533784,100.0,99.99434170890571,86.36363636363636,cae5e3b9d549419dfa199330b9e3e4a52d82aa3efa2a8ceefe1abbc91a701841,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,5,32 43 45 46 50,6 9,0,0,5.250091114533784,100.0,99.99434170890571,81.51515151515152,819a4ac00c9f0588229672391d6e2436f0d501d0c5533175a8efa466b662dcf0,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,6,43 45 46 47 50,1 7,0,0,5.250091114533784,100.0,99.99326457711658,81.06060606060606,b958ba70bdebe266a34a5f40712d61b266ae1636c6df66da6341b519960c8037,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,7,32 36 46 48 50,6 11,0,1,5.250091114533784,100.0,99.99249266403974,81.66666666666667,c0446cfe7950fb24f78ea877c21f00336488e2e028bf4d0a8f75b0e676ac606e,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,8,43 44 45 47 50,5 10,0,0,5.250091114533784,100.0,99.99232097068042,83.03030303030303,26c3e3ce58bb9611724128967663b68759f7ad83206019f3ac9d377c8c2f6e5b,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,9,36 37 40 48 50,5 6,0,0,5.250091114533784,100.0,99.9920126710638,80.60606060606061,875af41ed59a5a2fb92272bf4ab4de6c65540cc4be353afdb91a23971a58a22f,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,10,32 36 46 47 50,7 8,0,0,5.250091114533784,100.0,99.9920126710638,79.6969696969697,2c7b878944e8a9055c7cf6ad1a9c4efed66d7b2094ec8af73b29e2d3f6c041a7,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,11,32 37 44 48 50,4 5,0,0,5.250091114533784,100.0,99.9920126710638,86.36363636363636,2fd381667e5b9c497ca39f5d5b762ad32700b0ec32f86dffaef6fe5f4c820349,observed,observed_history_forward_replay
1,2026-07-21,unpopularity,1,12,33 39 43 46 50,5 12,1,0,5.250091114533784,100.0,99.9920126710638,79.24242424242424,9a334476f21b9a4c6c45a2fb4c4d3a02eab6f3c706aab759795479e718c38853,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,1,3 10 12 25 44,1 2,1,1,1.2665944391427764,100.0,76.5069995007661,86.96969696969697,02045f2f255de90ed497fa38d43bf7e02e10731d1416e630d50c7b9d346f9d2e,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,2,11 20 33 44 48,1 2,0,1,1.2665944391427764,100.0,99.32862662810182,84.24242424242424,80291e980bc49b13ff69e53e5034e14b548d7225bad895c210ffa44db3c75009,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,3,9 21 38 40 41,1 2,0,1,1.2665944391427764,100.0,98.8645320398822,81.21212121212122,4582197e7b1a0fa3c378c59056e5a597e3190f9d4964ca7698efd278a4ed3837,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,4,9 21 37 41 44,1 2,0,1,1.2665944391427764,100.0,98.91592991134878,87.72727272727273,398b48b058a70830d8f8e8e5479ad3fa1906f589ee572c2e146245dbf7416fd8,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,5,4 13 15 20 35,1 2,0,1,1.2665944391427764,100.0,80.01785265493314,85.60606060606061,d737a65e9df6b344058bbe2078517ebd56bc2cee2485e0d7b372b0b3471daff7,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,6,13 26 39 44 45,1 2,1,1,1.2665944391427764,100.0,99.60338614175382,88.33333333333334,6cea5cdce7933e018f148513355397b2057eb63de4378121301ffba8ec471a7c,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,7,13 14 32 37 49,1 2,0,1,1.2665944391427764,100.0,98.70429273187429,85.30303030303031,a0312c52dbb5e129563558fa2ddcbdbabf7a6e46884445c9f247fc4616ea54c5,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,8,2 8 16 20 23,1 2,2,1,1.2665944391427764,100.0,36.29727201555097,87.12121212121214,ae85af540f5c923ec21621dc72bd96b5ed1cade4bacd41c13a96e49edd534d6f,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,9,29 44 45 48 49,1 2,0,1,1.2665944391427764,100.0,99.90653512039677,88.63636363636364,6d1be39e763e73988097fe253089bf56af53502f65d3a7d9c3f6c84fbe4d4a89,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,10,2 8 16 19 21,1 2,2,1,1.2665944391427764,100.0,0.0,86.81818181818181,af9e8cb610ebdb9ba9731d4627f45dbb2531249a63a3f2d704c21428c60211d8,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,11,21 26 31 39 41,1 2,1,1,1.2665944391427764,100.0,98.14454518143697,84.84848484848484,627de553a408b266f7a5117015a765516891520bfb5b3650d8dad82a4de6cff0,observed,observed_history_forward_replay
1,2026-07-21,gingerm,6,12,14 20 32 47 48,1 2,0,1,1.2665944391427764,100.0,99.33318400954943,85.45454545454545,a2fa1628c1f48cde65bf3d55eca52e95cd396bd2c3fac132cce5131a6fdcaf77,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,1,6 18 25 37 49,3 8,0,0,3.796858413144333,100.0,96.29898504077465,80.15151515151516,e76e0d8e255d00da1abd22b6312e966c8502d5477406b1c84cb1fd4953745e1e,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,2,4 15 23 34 42,7 12,0,0,3.796858413144333,100.0,95.20771226074501,89.0909090909091,8aa7f955e4924bf1a1eac229624eaefeb07cc6af822d6bfa6ddcab6833176567,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,3,1 8 20 32 39,4 11,2,1,3.796858413144333,100.0,94.1233853265,82.72727272727273,2773b6e250e9d931bfe3d5cf11b103a76785cedd54d8a5d4a49427572b8270c8,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,4,5 17 24 36 48,3 7,0,0,3.796858413144333,100.0,97.34572570227262,85.30303030303031,75b4ae97bc30808265126bb4cca5dc40a4fd30ef679ba674b74b89db3b4cb735,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,5,2 14 22 33 41,7 11,1,1,3.796858413144333,100.0,94.75054629839939,77.42424242424242,48e725697d727def2eaf06cccf5ff3daecbe75220dfd6f58a41d916c0cec0c5f,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,6,7 19 31 38 50,3 11,0,1,3.796858413144333,100.0,96.82149295336365,81.96969696969697,eb5d074627bb73527ccf173f8c635428a795790910a7592ddd9e23b1a90de520,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,7,4 16 23 35 47,3 7,0,0,3.796858413144333,100.0,95.6912272054048,85.15151515151516,f411fbfd7ed37777f2f6ce4fcea65b9bedba2a7fb18b806a4032585592430f5d,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,8,1 13 21 32 40,7 11,0,1,3.796858413144333,100.0,94.3365962746475,82.27272727272727,e7f03a40374b07b6ec065c74971e665262278734038688f5446b57f186c0ac2d,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,9,3 15 22 34 46,2 7,1,1,3.796858413144333,100.0,96.90874912861065,79.0909090909091,5ef5ca99f60622661d630a3cffb84797c6b0774fd7adada2ad1aaf657f797dde,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,10,12 19 31 39 50,6 11,1,1,3.796858413144333,100.0,98.0740873582888,83.48484848484847,eea5e9b3494b9a2234216206928eb9c44bb60d264846784f0fedb3de0c94ff06,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,11,2 14 21 33 45,2 7,1,1,3.796858413144333,100.0,92.46445960744211,85.45454545454545,25fa1f5f434759caee260c9477c1b72b97d81d62f30f0e272d0e13c4362af4f9,observed,observed_history_forward_replay
1,2026-07-21,spectral_contrarian,2,12,11 18 30 38 49,6 11,0,1,3.796858413144333,100.0,96.86953074210508,75.30303030303031,0abb71770bd0133709591d904ec7403eaa903f5c1f82b9497f351ca139d46b09,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,1,40 45 47 48 50,5 11,0,1,1.9359051912062664,100.0,100.0,81.66666666666667,609b21c5f3bed16700a36a1bce4405728e47f59403b2a0c83eaded331784f300,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,2,34 37 39 41 46,7 8,1,0,1.9359051912062664,100.0,99.98447222727506,86.06060606060606,c7954bcc654b9ed584b848a632212fb040fd2e659cb4bd193758e4932ff7b2b8,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,3,33 36 42 44 49,1 2,0,1,1.9359051912062664,100.0,99.94397857049005,84.69696969696969,c599b6d723eca56d7d64b3a5a236abf908914dd19a7ad5304576b79291685a03,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,4,22 24 26 32 43,3 6,0,0,1.9359051912062664,100.0,98.54441018432746,76.81818181818181,b42e27273b8607aef246f7792f909f900f447be280e7c294e71f0cdf25c55080,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,5,3 27 28 31 35,4 10,2,0,1.9359051912062664,100.0,82.86882287303274,84.3939393939394,c9a38bf31f72c9baa5fa03196badd67854c196c113445fc3e38bfdda15867479,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,6,1 9 17 20 35,9 12,0,0,1.9359051912062664,100.0,69.81680245669286,86.36363636363636,8507b36cd4a117069d8756cacc06c01d6309182e406d40dda082f366b79495ab,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,7,13 15 16 25 30,5 10,0,0,1.9359051912062664,100.0,79.36295466433835,83.03030303030303,10d9a30d94af48d3c981dac5cc71025060c123a358d6c07787b5801c8dfe46e4,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,8,4 7 10 19 38,2 8,0,1,1.9359051912062664,100.0,55.098428875064265,84.3939393939394,bc53809cf34c3a9a38d370eb98913d8c732a8f5d3c7c1d2a64769a209f65913b,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,9,11 14 18 23 43,3 11,0,1,1.9359051912062664,100.0,85.67702209369216,80.0,596c5c555c7b7518ae040e25ec25b95cc626951255421af7aeaf37d0f19ef4ac,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,10,2 6 21 40 46,1 6,1,0,1.9359051912062664,100.0,92.9684297804655,82.57575757575758,53c0b2af6e30d5d2e8b852465cb52be4eed3356eb829286db2ccb35ea4147cbc,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,11,5 12 32 33 41,7 9,0,0,1.9359051912062664,100.0,98.42092145888188,81.96969696969697,7d228298d4548cab7d9593982ee3986b3f14a8e74610674820c2178c9d41116e,observed,observed_history_forward_replay
1,2026-07-21,parallax,4,12,18 24 29 39 50,4 12,1,0,1.9359051912062664,100.0,98.80834160892955,80.90909090909092,06eb9468985a425311d546a4a018787a05072e211567783593ae380b4e2151c0,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,1,40 45 47 48 50,5 11,0,1,1.9359051912062664,100.0,100.0,81.66666666666667,b9de725a0aa9d27bd03de3fedc68045f679917fe5b7fdd34a6ad059c06630ddf,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,2,34 37 39 41 46,7 8,1,0,1.9359051912062664,100.0,99.98447222727506,86.06060606060606,1b218216a9f2694e318060d6cf0060f0a8e0bdacd8cc4784da51731625b39287,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,3,33 36 42 44 49,1 2,0,1,1.9359051912062664,100.0,99.94397857049005,84.69696969696969,2f56626851447175b53ec1897be6e5dcad84b6e4fff73b2700f4fc171eef94c1,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,4,22 24 26 32 43,3 6,0,0,1.9359051912062664,100.0,98.54441018432746,76.81818181818181,33edfde7d06640d341d3e3cb810ba1bcb2cbd0eadbf53a74f8cc5e5dce67d1af,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,5,3 27 28 31 35,4 10,2,0,1.9359051912062664,100.0,82.86882287303274,84.3939393939394,0cd8118c214fc8068d48ac6baef4d3b8b078eacab01d3c536cf7b1c3e835e0d1,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,6,1 9 17 20 35,9 12,0,0,1.9359051912062664,100.0,69.81680245669286,86.36363636363636,18f703fa33db89a5c279d3237b66c4eb71a99fb0177029a11c1bc3718eb7d58b,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,7,13 15 16 25 30,5 10,0,0,1.9359051912062664,100.0,79.36295466433835,83.03030303030303,d3624ca946d1f445aedafe569b9b17ea5949646c9dde690dc4b936cf28c507ee,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,8,4 7 10 19 38,2 8,0,1,1.9359051912062664,100.0,55.098428875064265,84.3939393939394,8c88e77c66716421a8245db017b11712e76ed111e0c352fd91484248972a0a06,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,9,11 14 18 23 43,3 11,0,1,1.9359051912062664,100.0,85.67702209369216,80.0,bde3546a5d8215807798e88aee032497e79d68290ec6ef0621c56e0792624d6a,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,10,2 6 21 40 46,1 6,1,0,1.9359051912062664,100.0,92.9684297804655,82.57575757575758,4c87aa91e459da89a15f077043a4962404ba46ffa0de0f8c441ff95dbc57c3b8,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,11,5 12 32 33 41,7 9,0,0,1.9359051912062664,100.0,98.42092145888188,81.96969696969697,019049d1f618861bc20f4a214b1d47951194ca5eff654ee886abbda287127d83,observed,observed_history_forward_replay
1,2026-07-21,coordinated_aggregation,5,12,18 24 29 39 50,4 12,1,0,1.9359051912062664,100.0,98.80834160892955,80.90909090909092,5b619951b79bccb386264cae8ff2961186da062a5fa31b2fd836e39f3bf9273e,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,1,8 14 25 41 43,3 5,1,0,0.0,0.0,97.11344195241536,81.96969696969697,920b57c5066979d49a6dfd6973c17f38c5a0e73d7d132e9f61bdbfcb477f3ef9,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,2,7 14 29 36 37,5 6,1,0,0.0,0.0,95.10050885615583,85.0,787100c5457a7e18b0373e17838daf7f3f2c965c4029af56538b99cf9490672e,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,3,5 35 42 44 49,2 7,0,0,0.0,0.0,99.52166547780283,89.84848484848484,8b0a98e67bd17f7bd01e631140198636d7d4591590fa5f3c4dfef9c81a256cf5,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,4,14 28 30 38 47,1 2,2,1,0.0,0.0,97.91747814799585,80.0,1e26fb673630573d989399a9f8537e1225665dbafb7a3e678cf8e832ca33466f,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,5,3 5 12 19 22,4 7,0,1,0.0,0.0,26.091317006665836,79.84848484848484,9670ad63a9308ac5eb26a56fbe5714d1ed0e13987716731d409b1b6639bc6ee1,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,6,7 12 39 45 47,4 6,1,1,0.0,0.0,98.84499675007454,84.84848484848484,751b2b40ade7be561db2b9e74cf86f66440ead9dca029b5c632ea2726986d3e4,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,7,9 30 41 45 47,7 8,2,0,0.0,0.0,99.61809975785731,81.96969696969697,d23b1d9dc9c6a0227e67287224a47e754c7a468a0041770844f62c8ad3aee812,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,8,10 18 22 29 31,1 4,1,2,0.0,0.0,82.03335394885956,78.03030303030303,c4dc00b8ea148ac1a16b21cbc40c484e447930cbce9929007110a859a6b3c948,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,9,9 17 21 35 48,4 6,0,1,0.0,0.0,95.59428442928278,89.84848484848484,7d821e3fb9f0290b8f1351f94c16ab2f3d16f23516ccb95eaab3c086b1cfdd9b,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,10,13 18 25 31 41,3 4,0,1,0.0,0.0,96.25477623596251,80.75757575757576,503e50ccd952b92a24d665c6c42a613289ef133c46b78720dd79c40924f358a9,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,11,2 6 8 14 46,1 7,1,1,0.0,0.0,66.01982651974163,83.63636363636363,8c0f79118e31378a60cdc70f32ca26e0f25046858dfdc81e0cb77d2e6e2e71a0,observed,observed_history_forward_replay
2,2026-07-24,uniform_random,5,12,3 10 19 41 44,6 8,1,0,0.0,0.0,96.66811591023283,88.18181818181819,4452f80e0e56542abaf99af0f28d0045ff2428ffcd3c01400282601ee2e7377f,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,1,14 21 25 27 48,3 9,0,0,0.8470779302728437,100.0,92.39974613597751,88.33333333333334,23ca436accaf8fae300b56bba56de9b11b8c050094d76ad7b93f9a3b263b5273,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,2,7 8 25 27 45,2 12,1,0,0.8470779302728437,100.0,85.92467279173968,86.06060606060606,faa58795bd3fe46559de899ba0f3f8ac73d74a077f3f26a16495e84e39022478,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,3,14 29 30 41 50,5 9,1,0,0.8470779302728437,100.0,98.75864123806495,82.42424242424242,4ae17257160b399c2432f4927667035296a18bdaa1f12924a3bd24e9a85dd231,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,4,3 9 17 22 45,4 11,0,1,0.8470779302728437,100.0,88.05232985607805,80.75757575757576,e26773eaf2424b333db2fad1bf9acffe7afddd097d98ce2507ff23bf9e39a00f,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,5,25 27 38 47 48,3 4,1,1,0.8470779302728437,100.0,99.78372933502342,84.3939393939394,c94a62e03717a45881adad47e73471d7b4530667dd88e92bcb6e599c78459473,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,6,1 32 35 36 46,5 9,1,0,0.8470779302728437,100.0,99.69648257118652,81.51515151515152,3ca9d4c18fb9fd2f86c5de8811ad39f9080fd6744f8739cb7767161f714e238f,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,7,8 18 21 22 27,2 9,1,0,0.8470779302728437,100.0,66.6832491005326,78.33333333333334,579250d47ffe9a503f5bfe7337053b738381f4fdd9d27e7a5d0f5050c2fe40b4,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,8,13 15 16 20 44,1 2,0,1,0.8470779302728437,100.0,94.92626268139541,87.57575757575758,487ac4b0f1ba6f5971ade3ae6f216d908c24fbe6c2344db3207c1b9b7037f037,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,9,13 15 27 38 47,3 8,1,0,0.8470779302728437,100.0,98.8113720193369,84.24242424242424,6ec87bed378c7ac469fa25c8e15e7f5581eaf165ceeda30e700e21e9fbfe95ba,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,10,3 18 29 33 42,6 9,0,0,0.8470779302728437,100.0,96.83764327902549,83.18181818181817,fd1554512cef6ed86c674a7cba1041fa9ad85c80c05d9c095ea36cea2a5f64d2,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,11,3 4 17 32 34,2 10,0,0,0.8470779302728437,100.0,94.97956512861676,84.84848484848484,e1c9ae46b6d85603f1e0941f62ac0a204edf6a423014ce2374e2c57e1e983cda,observed,observed_history_forward_replay
2,2026-07-24,frequency,4,12,8 9 26 29 36,1 10,2,1,0.8470779302728437,100.0,90.03722037951887,83.33333333333334,783712700a91d8f2f948ede7285de81cdcc00fb2ad21a9d64ebda4cd897d415b,observed,observed_history_forward_replay
2,2026-07-24,unpopularity,1,1,39 41 47 48 50,1 6,1,1,3.978280532110634,100.0,100.0,83.18181818181817,f05e66f22411e22e469cb3a86feca2d6cb8c7b8ac5f9327bed164c4efee5e0ae,observed,observed_history_forward_replay
2,2026-07-24,unpopularity,1,2,37 39 43 48 50,1 12,0,1,3.978280532110634,100.0,99.99755613775957,83.48484848484847,72d039236adba14a001f26385ce5f9bc25507dae2fd9920a9f628eaa63ec25f7,observed,observed_history_forward_replay
2,2026-07-24,unpopularity,1,3,33 41 45 48 50,10 12,0,0,3.978280532110634,100.0,99.99755613775957,82.72727272727273,330a80e7d8bc4d121ae66301513be9707ad6be80a4dabf7f1e71b7d022984558,observed,observed_history_forward_replay
2,2026-07-24,unpopularity,1,4,36 37 45 48 50,1 4,1,2,3.978280532110634,100.0,99.99722935184955,83.93939393939395,3261f6f8c66fc621b474e0bb77464e36c51f6901639cae969b7abca8f54e7148,observed,observed_history_forward_replay
2,2026-07-24,unpopularity,1,5,37 39 43 46 48,2 8,0,0,3.978280532110634,100.0,99.9962188312213,84.69696969696969,0c55a5acac6762ffd33a8ddf3da9d0e4710ec978487d7cb77714ec6257ddf225,observed,observed_history_forward_replay
