artifact_schema_version,benchmark_version,evidence_kind,prediction_id,draw_key,game,history_sha256,history_rows,created_utc,rank,main_numbers,auxiliary_numbers,g_score,target_g,distance_to_target,preference_score,window,pairing,subset_size,universe_size,universe_fraction,reduction_factor,selected_for_roi,selection_budget,crowd_popularity_share,modeled_expected_roi_per_ticket,candidate_sha256
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,11,"[4,9,10,12]",[2],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.7639644698050815,-0.9359329891169966,405782e5043ac4c6047d23f13cbdbe178c2fa4881b0fd8bea907f3ffaf43d7d7
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,12,"[1,6,8,10]",[2],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.88860930386225,-0.9443649726813691,34af14e8f6aa53420b29847906edf985c1acd73ebb21d4747ccbaf892e2ad8b5
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,13,"[3,9,10,11]",[2],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.7874095903579907,-0.9376909562124826,43baab236cd58a8e7e362852c2cecf725d4879b5863967d45f1357ef98e3e503
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,14,"[1,8,9,10]",[2],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.8492186974121554,-0.9419300860247809,e62799f2e9ba7d1c16e7ee45437ee24239295cbff079529a3c3892626d52edc7
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,15,"[3,6,10,12]",[2],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.8115742125362577,-0.9394135249659534,7f10ab460c286f08e66a600c97f1101ad3c60cc09db8815b0bb5596148c79671
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,16,"[1,2,4,10]",[2],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.0028154401212641,-0.9504552727614592,2926e9a7a0e67b74d9e38cd69eb0ff7e4433669e3fcd41708c85c000ee25b0eb
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,17,"[1,2,8,12]",[2],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.7045227842568238,-0.9310519231148273,d994bc1c35016977a534b2ff59072773caf56bf2aa03c807253ab49acbf7500d
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,18,"[1,2,9,12]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.6939549424929716,-0.9301144896615852,516f71e9728abe5e27684085369d73ffe2dd1fadb12eefd6daca0539b1d5ec51
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,19,"[5,6,8,12]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.8115742125362576,-0.9394135249659534,aa9323f452cf9fabe2b626876740e2eee231ffdabebb3d80b658e157c88e7fa1
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,20,"[1,4,6,12]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.7045227842568238,-0.9310519231148273,25f6b0d14aa2b6ff812271dec2ae77f2be97c0dfeae47ae31d97af5810e79793
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,21,"[4,6,9,11]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.8239332106967083,-0.940261396424989,793ce2759fb1436ef291c45411198ae43f472134dddfe3d24371e0a04b709df4
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,22,"[4,5,6,9]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.9021414252408632,-0.9451583302141527,316840b388f697c7ffe4edf47efbaaadca76f67fc4af51d1774e0ced57085456
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,23,"[2,3,6,7]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.4816598127791674,-0.9662730440032272,ddc38d8dad3945b124319356122f3027b22ab2bc7a249d1d9beabffd52d47152
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,24,"[2,3,7,9]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.4159802409758626,-0.9647164481155364,162fc66d543b81d186e865a656f93a1a45904b60645a77ff4f48a5028615cc6d
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,25,"[2,6,9,10]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.8621509618397516,-0.9427508300277752,e1cbf997b2dd6c1bf630fdf6396801a2ff5a8985a0b7ddeff3af4fbaac4eb1ae
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,26,"[2,6,10,11]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.836480416950973,-0.9411002633986193,18f5db3121f0677e4984d05a5355d7a9480a523b0b6c194fb7e05c4607178d49
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,27,"[2,8,9,12]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.6242878557971212,-0.9233306476982704,6fc77abf77ec2a88d5b4b385644656aa8ed4bf88a063a9e3884094ee277959e2
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,28,"[1,2,4,7]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.5739958379342862,-0.968244923901033,8767b9dfa8a59a4e3cc7e93e88d7630d83a87996e33fbd3d7389123583f3bcab
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,29,"[1,2,5,7]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.5503859003652722,-0.9677627851733214,307d8b0f04053605485139d8cf0efafbe0e6d6bc814ef3982ffd0bd520b546b4
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,30,"[1,2,6,12]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.7261437133209554,-0.9329019176657585,de8c7e0d394cdc282b9fa902a8a969d62ff535020bbd17c54a2ebed6e74bb71a
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,31,"[1,2,7,8]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.4816598127791674,-0.9662730440032272,6ec2c733bcdd486249658b81fca3a47a65c85c95368e98cc8ac3a5b247d67198
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,32,"[6,8,9,11]",[3],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.7755984465026207,-0.936816366903339,2d758694e18f037a8a16f53fc550ef25045055d66373bdca59d20250e4b4ad6c
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,33,"[1,4,11,12]",[4],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.653245151855504,-0.9262843379945632,a408a725c452249db5b57bbf6b5fbd059e803d7b06d9da61e6da5e908937e73e
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,34,"[1,6,7,9]",[4],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.3738194293008068,-0.9636404086987961,5af708a54854ac8cb345bd0534a0d1eff380d7636ab30d4260f11b7318fc8a78
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,35,"[1,6,9,12]",[4],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.653245151855504,-0.9262843379945632,7e1f702313983f349d01fe5019f18ae4d9f0fbbe59472280babecc43b13900ba
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,36,"[4,6,9,11]",[4],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.8239332106967083,-0.940261396424989,e61813490027a8314cdef927a19cf7df337d9078abcebafd5fac8af99072b7c4
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,37,"[5,6,7,9]",[4],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.2932264427596272,-0.9613933387717912,622a8d9b3917484ffce32c030dc32b2bc7d17386c8ae328219ebe961266f3f9d
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,38,"[1,2,6,7]",[4],231,231.1153846153846,0.1153846153846132,-0.1153846153846132,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.527130111859793,-0.9672734852576657,894fb77c1b32735b4da32c84dfbe9386a8a085cb58b223c9578e30970f6269bf
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,39,"[1,2,3,5]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.0980032588315656,-0.9546406220319715,489e691a08cc02134de8ba54d37d55e56485ddf96b91bd1886c47caf3f4b63a3
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,40,"[4,10,11,12]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.741217427716635,-0.9341401467552315,b11a2fb7812ed6cee71bd23dc1b57c9104d50dc82cd96dddef3bfe2f2585b9fe
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,41,"[5,6,8,12]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.8115742125362576,-0.9394135249659534,4d8b81c6485000fadbe9884737939464fc3167d50ece61b7228d81c6687a3084
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,42,"[5,6,9,11]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.8115742125362577,-0.9394135249659534,b967a127b9e46262b3108fce56923772d18f046eaac1b4b2b4d615f2cf2a9be4
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,43,"[5,7,10,11]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.1811143855369861,-0.9577757436961774,b91a44f9433e961c8399ba8c41938865a40ef497d476756ac32c262c1a8bc318
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,44,"[4,8,9,12]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.7874095903579905,-0.9376909562124824,bf7de36de1cb1d3d90535a01f04663f957ec1061d2eb0b6d8ce4aff9daa1ba4a
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,45,"[1,6,8,12]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.6631930475690396,-0.9272537089299322,81da2a0b8ca0d1d761a0435c3e2b5853b8f5360ef39b1e5f1b1d7af3eaaf1b2b
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,46,"[1,8,9,12]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.6337947774590064,-0.9243226743732955,bfdcaa205f300bb880668127d90f075567423ef909eb3e569d2d928aa1b7060e
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,47,"[3,8,11,12]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.7755984465026208,-0.936816366903339,1939f5d7619d6d0a2d6d65307c2e8da7d187711b726caad4e0c55b7e9beca693
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,48,"[2,3,8,12]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.6835456183555769,-0.9291689022693999,6ab57ed8003e9f9b4f0a2eafd54b59f9e823298097609b2c48ca0949ea4c72ae
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,49,"[3,4,7,9]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,1.3738194293008066,-0.9636404086987961,681284835ff81b8e67c47e446d62fecf1c1e6b5679f7f3472289ee674b2b7c6f
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,50,"[2,7,10,12]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.9364317836956819,-0.9470773674699057,5343fa0e2f75546955fc82074498c8046e8f498b7b94927d3afcd7b337786149
1,3.0.0,deterministic_synthetic_snapshot,636a86dcd1e54f4eb99f3c9b3f5571b3d5eade536040955e3f830f0ddb67408b,synthetic-community-next,synthetic-community,a7ab8eb08182a09d8d33507e42a6d1b98ec830d5e2db0d13e0a177dd86938c47,260,,51,"[3,4,5,9]",[1],232,231.1153846153846,0.8846153846153868,-0.8846153846153868,26,cross,500,1980,0.25252525252525254,3.96,0,5,0.9439868273172419,-0.9474834128596366,f72bb1a1f3d072bbacf02ef3e6552f6d56383619c092dc9b433c97e5fd3a4b9b
