contest_number,draw_date,agent,contest_rank,ticket_index,main_draw,auxiliary_draw,main_hits,auxiliary_hits,roi_alpha_vs_house_pp,win_rate_vs_house_pct,crowd_escape_score,momentum_score,commitment_sha256,score_status,evaluation_scope
1,2025-09-10,unpopularity,1,3,37 40 45 46 50,3 6,0,1,0.43933648802778613,100.0,99.99743609102259,48.57142857142856,ee27ad2bfeb2a3acdb5485b4a13e735bf7a150fa31f00e792079b83e80e48847,observed,synthetic_forward_replay
1,2025-09-10,unpopularity,1,4,34 43 44 46 50,8 11,1,0,0.43933648802778613,100.0,99.99709325282392,48.57142857142856,91cb75fdfdf7b21cd809f2bb5cb513830e4bcd12d4631c4180ee80264d6f1e5e,observed,synthetic_forward_replay
1,2025-09-10,unpopularity,1,5,37 40 43 46 50,10 12,1,0,0.43933648802778613,100.0,99.99674519373895,54.28571428571429,69f282a091924cdea542af27be22023080fb0ea4d3627bf85848fad33c449fee,observed,synthetic_forward_replay
1,2025-09-10,unpopularity,1,6,37 41 43 45 50,2 11,1,0,0.43933648802778613,100.0,99.99674519373895,60.0,f43a06b903853520b5fb01a966ef08c406653056c9c2be5b152e21381234d2b0,observed,synthetic_forward_replay
1,2025-09-10,unpopularity,1,7,34 40 44 47 50,1 11,0,0,0.43933648802778613,100.0,99.99639183426183,40.0,02279ff4e791ad755bf1b195401d69cf2fa665572dff5a03a3d9e28250d339ad,observed,synthetic_forward_replay
1,2025-09-10,unpopularity,1,8,38 40 41 46 50,8 12,0,0,0.43933648802778613,100.0,99.99639183426183,42.857142857142854,4f57a770f31eb35084fb1e057184477b3e631c1488d78aa7e69a5ea7c4d0aa5e,observed,synthetic_forward_replay
1,2025-09-10,unpopularity,1,9,37 38 44 47 48,1 5,0,0,0.43933648802778613,100.0,99.9960330936759,37.14285714285714,3ebf83cf4b85b842ab066110ffda3ac176bf454ef783046edb8b3f257a981c53,observed,synthetic_forward_replay
1,2025-09-10,unpopularity,1,10,36 38 43 46 50,3 6,1,1,0.43933648802778613,100.0,99.99566889003539,51.42857142857142,694b9f0437dd6502f0abb8d6af93a3f7c883f8787985b9472732c71af82d1d23,observed,synthetic_forward_replay
1,2025-09-10,unpopularity,1,11,36 39 43 46 48,2 8,1,0,0.43933648802778613,100.0,99.99529914014653,45.714285714285715,b6bc3f74fd52fb605342c065b5398fa8ea626fdc9ee372daf4c7544733a98f9b,observed,synthetic_forward_replay
1,2025-09-10,unpopularity,1,12,38 40 41 43 50,3 6,1,1,0.43933648802778613,100.0,99.99529914014653,51.42857142857142,c634f362e1b272de8ebc78136e89d046f808b4b36a243bba71271aac1d8f8e38,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,1,9 18 24 27 49,1 3,0,1,0.052781718341976536,100.0,91.47223700623393,80.0,3bf8913093c28891c4fe8ee178f4a3392794fc9c6f57287ad2dcfdef0bceea77,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,2,9 18 25 49 50,1 5,0,0,0.052781718341976536,100.0,97.73252830411813,82.85714285714285,ca2f626d364d66bd8419a5e7084071803f9b71da4e31543a76715b6091123383,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,3,7 9 25 43 49,1 5,1,0,0.052781718341976536,100.0,93.71454078866053,82.85714285714285,94210670594318899632cc766d13e9ea72af8a3e1f110c92d64509ba02b77285,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,4,9 16 21 27 49,1 5,0,0,0.052781718341976536,100.0,86.19192929374306,71.42857142857142,bf6c38e399d10aa236ccbed38ba78d1c73f92d08f91ac362d13f5bb1f8b7ddc3,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,5,9 22 24 25 49,1 5,0,0,0.052781718341976536,100.0,91.72674513480054,82.85714285714285,26397cb068e79a017013f5d21727bee2233a0b802259b9a6c151e9422556dbc3,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,6,9 21 24 31 49,1 5,0,0,0.052781718341976536,100.0,88.48555572618024,74.28571428571428,4c54ff9d86f86c66ff8edd38a81470b477d6f6fbc11ba7ce306b9e5f9bba78c8,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,7,7 9 27 49 50,1 5,0,0,0.052781718341976536,100.0,94.51644506748076,82.85714285714285,e5bd15055c98730197082222b6520491e2abc383594318ed10d522c31cbb2775,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,8,9 24 25 27 31,1 5,0,0,0.052781718341976536,100.0,82.52416382391633,80.0,6cf5c0d2867250b32628ef4ff3fe19720df0fef0e70da5429ec497f569676446,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,9,9 21 25 37 49,1 5,0,0,0.052781718341976536,100.0,96.02901072428423,74.28571428571428,d22a1016146392fd7dbf15f525da7bc7462696de1c18b11afa2d997bbca8b174,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,10,1 5 24 29 43,1 6,2,0,0.052781718341976536,100.0,88.37920076076315,80.0,b17f36b516634f817218786f34a790e9bb0144952eb3f65964fbe99fc9c18db3,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,11,1 24 29 31 49,1 6,1,0,0.052781718341976536,100.0,92.33035352836572,80.0,899da12d537bc6ad7ac31e995dfeee9a3a0aa93efe69975433798c4072ace70b,observed,synthetic_forward_replay
1,2025-09-10,gingerm,3,12,1 16 24 29 39,1 6,1,0,0.052781718341976536,100.0,92.53986505643948,74.28571428571428,92fc1f4ff47dfd216f58d2ac52870454e4578e0f941a857ebcc422303541cc7d,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,1,7 18 26 38 48,3 8,1,1,0.3118112430822606,100.0,97.19351516088204,48.57142857142856,91894089beb9e39a984bfcd4b6dba683098f28027a944c7f7a569027cd521af2,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,2,4 15 23 35 42,7 12,1,1,0.3118112430822606,100.0,94.45478529432754,45.714285714285715,26f59b977876ccd516826b2f1dd88f69fee71f247f66d0c7d27f0e89a8e796e4,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,3,1 8 19 33 40,3 11,0,1,0.3118112430822606,100.0,95.47455734360216,45.714285714285715,5c954901299d581732e8ce6eee26d4ad6e2f7335022d2fbce9c238cc82c635c7,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,4,6 17 25 37 47,3 7,0,2,0.3118112430822606,100.0,97.98774919910485,45.714285714285715,1f37bb87abaae8944eb8baca35bc0c40c29701bdb22502dbec513520cc01b262,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,5,3 14 22 34 41,7 11,0,1,0.3118112430822606,100.0,96.01860832814528,40.0,25585755c905eef5f85952a53e697cde75c01e371f9f88d311488e8ffadec83a,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,6,8 19 32 38 49,3 11,0,1,0.3118112430822606,100.0,99.07111222190542,45.714285714285715,ff316587cfc6c2b594a34a49bda5750b126c61455a4dfff363d53ec3a017d816,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,7,5 16 23 36 47,2 7,1,1,0.3118112430822606,100.0,97.82822807465905,45.714285714285715,f3f9785387a949698cfc83d4539c9d9388a57b8d56daa70a143036cfe315e1a5,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,8,2 13 21 34 40,7 11,0,1,0.3118112430822606,100.0,95.7692475086101,31.428571428571427,4b7fc8b47363ee6ae8b9140a01ae102e8b9d2cd345e02b39e91de00afc541dc8,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,9,6 17 31 38 48,3 11,0,1,0.3118112430822606,100.0,98.21918730151167,34.285714285714285,a891ebde04c4be0af2b626aeda8ec69e0f4055bbc33115a3d8e8b66d7b9c0dde,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,10,4 15 22 35 46,2 7,0,1,0.3118112430822606,100.0,96.47430302017422,48.57142857142856,c1027dec837cf6536d16320123dd86df8f829b459411928a4f492f7f09c88ddb,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,11,12 19 33 39 50,6 11,0,0,0.3118112430822606,100.0,99.4508945498017,60.0,b429f3da6ceb40c647e12ea0e9cc740079d654c9080288c827fad6be30b3b0e6,observed,synthetic_forward_replay
1,2025-09-10,spectral_contrarian,2,12,6 16 30 37 47,2 11,0,0,0.3118112430822606,100.0,98.10696505703135,37.14285714285714,10ddea7d1bbd80ab7f21c02d709cf843798c6abfa8058b41d952ac6ced250cf4,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,1,39 43 46 48 50,3 11,1,1,-0.355620665052403,0.0,100.0,54.28571428571429,e8c0b86c076faa0de8e0a67e0bd0c0188d0bc3e1a884d76af1686629662e30ff,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,2,38 40 44 45 47,1 10,0,0,-0.355620665052403,0.0,99.98885828195768,34.285714285714285,b301f820ad3f10833fc0d15a882e6b6a725bcddd29b3b858322d06f4c27b4f2f,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,3,32 34 35 36 41,4 12,0,0,-0.355620665052403,0.0,99.93959290008134,40.0,f22cf83b4e1b2c799e5de718565a6ddabcf87469c21ca6c732b6dd7315317c2d,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,4,22 27 37 42 49,2 8,0,0,-0.355620665052403,0.0,99.3836256660243,62.857142857142854,e01712443f257ed80b907ed188bedc2cf1ac6889ef49a0f405eabcef4ebb7676,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,5,7 14 23 31 33,7 9,1,1,-0.355620665052403,0.0,82.93346266403749,45.714285714285715,eaa3a1790bd6aa9344a7cd4f4381d1c7e2e8855a8d0936cadef199208c461ae2,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,6,13 15 20 29 48,5 6,2,0,-0.355620665052403,0.0,95.82469637398644,60.0,023f642b11451ec2de481cde710d5eaf05eb0fb52e1dca12ad32d5ae6f57e26a,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,7,5 16 21 25 30,1 5,0,0,-0.355620665052403,0.0,65.04667271511653,57.14285714285714,5241965ea637c2ea46d5bc3264e34341f4562874acbe795b76d80f643ca28186,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,8,9 10 18 24 26,9 12,1,0,-0.355620665052403,0.0,62.05255487521602,65.71428571428571,c129d9b39d14cf10b2fc1c016166485c69fc3641cf5720bdcda04a4d1ab8f616,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,9,3 4 19 28 31,4 8,0,0,-0.355620665052403,0.0,41.321099498599246,57.14285714285714,eea9905a9899c3db0b4b0c4ba631cfb2884da4131b05dac219fef6d3fd2c3eb9,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,10,1 2 17 25 35,2 10,0,0,-0.355620665052403,0.0,75.67128776733325,57.14285714285714,ad1ba8f8837eb6f9bd642c4a3c1c0626695277794deb89de88e3f96070bed11f,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,11,6 11 18 37 50,7 11,0,1,-0.355620665052403,0.0,96.71067942767839,48.57142857142856,3361e779fc2ba652ea31121b90c91499628c5d1b698d815b01a1d5c17a720e31,observed,synthetic_forward_replay
1,2025-09-10,parallax,5,12,8 12 15 16 22,3 6,0,1,-0.355620665052403,0.0,53.10583013476258,48.57142857142856,d113f2e7ee635cb657b3557730489a7542bbd47c548af4bf940cf055b7228d54,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,1,39 43 46 48 50,3 11,1,1,-0.355620665052403,0.0,100.0,54.28571428571429,a9bd100c727fac4043dc314ba3de7680a7d08637cb41cbc6d1809fa683406b42,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,2,38 40 44 45 47,1 10,0,0,-0.355620665052403,0.0,99.98885828195768,34.285714285714285,7d3c78bf2f63715c95d3e7020d812f820723d103e80a65d3e3e7822859004cd7,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,3,32 34 35 36 41,4 12,0,0,-0.355620665052403,0.0,99.93959290008134,40.0,725bba4b87621580b2591d74cc3386c1e5ec44d9a8ecb1ad58db5ea54922c41a,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,4,22 27 37 42 49,2 8,0,0,-0.355620665052403,0.0,99.3836256660243,62.857142857142854,630ccbe7afeaaadd9948b051dd333e10e41e6c6acd70b8158a43d1cdb4cd759d,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,5,7 14 23 31 33,7 9,1,1,-0.355620665052403,0.0,82.93346266403749,45.714285714285715,403c517059048a5defd3c4e48d722297dd3a086b1b20a5f5ffe11cf707b4a2f8,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,6,13 15 20 29 48,5 6,2,0,-0.355620665052403,0.0,95.82469637398644,60.0,00eb23cef3d17276a65ba4391c1cbc72dbb6951501cf285b58cc3bd97e1aa4f3,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,7,5 16 21 25 30,1 5,0,0,-0.355620665052403,0.0,65.04667271511653,57.14285714285714,e7558f5182b96ea16f6c16350a03357d263c0b74160b00bbfac234b1ddc6cb1f,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,8,9 10 18 24 26,9 12,1,0,-0.355620665052403,0.0,62.05255487521602,65.71428571428571,6f33c5b076ff3de7d407ddd92888ea8c30fd0836f77194fa4b10852124d7a1c9,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,9,3 4 19 28 31,4 8,0,0,-0.355620665052403,0.0,41.321099498599246,57.14285714285714,e609b1b6a6664018c739c3a6add2011aa3818c6a00f4709d82da8178c93b28e2,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,10,1 2 17 25 35,2 10,0,0,-0.355620665052403,0.0,75.67128776733325,57.14285714285714,d44ef2cda3e74df7aa6bc90cdba6967331e042d39542444685501a13c7639093,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,11,6 11 18 37 50,7 11,0,1,-0.355620665052403,0.0,96.71067942767839,48.57142857142856,b57dae64431c18877c0b68dac3d00b7dca0cdc263826a2962d3fa26350903df7,observed,synthetic_forward_replay
1,2025-09-10,coordinated_aggregation,6,12,8 12 15 16 22,3 6,0,1,-0.355620665052403,0.0,53.10583013476258,48.57142857142856,e5f323439bd8e704bb14fb2c66f00d7493b5d426a32858f40d729a2e9d46664d,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,1,17 21 22 35 50,2 11,1,1,0.0,0.0,95.3195976541313,54.285714285714285,fabd4d3e00b1cfe0a359eaaf9708825739295a40ccccee6c527d90c808b179c4,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,2,8 16 25 31 42,2 8,0,1,0.0,0.0,83.84063349148947,51.42857142857142,bf990d91128d25f91b053b31698d66b3ead9594afc37330df9965016fc5df547,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,3,21 22 32 34 37,10 11,0,0,0.0,0.0,98.84255219327332,45.714285714285715,7b756627db6776cf21c7551f41d9e103707f391d14a5e7f6232fc1bdce82f2d6,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,4,9 15 26 31 36,10 11,0,0,0.0,0.0,88.3907190306054,65.71428571428571,c0975f8582b476f8691649832a80c524a3f5549098caa8c04a564897d648de27,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,5,2 5 23 28 50,1 5,1,0,0.0,0.0,72.02184873094544,57.14285714285714,24917aeb4444071a9a30c784fd2e1b86adbe34f7f2e5c97f2aab46b718dc860b,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,6,5 8 9 30 33,1 2,0,1,0.0,0.0,63.02169693542974,54.28571428571429,c7cecf41c23137d6d515625adcb53245d374f52e97c7b42bc86a2aa4cb918fda,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,7,4 8 15 31 50,6 11,0,0,0.0,0.0,81.35889399266536,54.285714285714285,4aa93c9e00ce9a5c7c6871e5ec48bc22b1d8e216f3a26b2350c49a019660a7e8,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,8,1 10 15 22 37,10 12,0,0,0.0,0.0,73.59635052990843,57.14285714285714,7bee082ddaf142fe041542919589677ad46efdee4dab6f6525997252b545e866,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,9,18 21 25 40 44,8 9,1,0,0.0,0.0,97.03001779501437,51.42857142857142,128112c1df22981020a7237d4da8e9192967ddaf0322817fef9df0889830a321,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,10,1 7 14 41 44,10 12,0,0,0.0,0.0,83.62661837876055,51.42857142857142,088aa9068a731218dec0331b43fb40aa02e136243126a5ddc35a03ab4a301d09,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,11,6 7 20 25 29,3 6,0,1,0.0,0.0,0.0,74.28571428571429,849c9138601ced8068236707bad88c4e8c22a87857854cb88c1c8a87433bf8ba,observed,synthetic_forward_replay
2,2025-09-17,uniform_random,7,12,1 5 12 15 36,5 11,0,0,0.0,0.0,52.89679123225732,62.857142857142854,2af73c3ba6f23633110eab1de5419891aea6472d4839841ab0035a37e45f634a,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,1,6 22 36 45 49,8 10,0,0,0.37208001763255893,50.0,98.6428157968367,48.57142857142856,4af38c9e010813573d0eb67e811378c396700ca979c5b1accaa38836d699f4aa,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,2,27 32 37 38 43,8 10,0,0,0.37208001763255893,50.0,99.84192738646631,60.0,52876a5048118f83d451da9f33e3491cab0bd610e4834d3b8ace72f257433911,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,3,3 9 26 31 50,9 11,0,0,0.37208001763255893,50.0,84.21912067316855,77.14285714285715,3f93dd2fbaca43649c5018ab73a11869cd6dd4a71a9482bebc206e22e73d3995,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,4,1 5 20 28 33,5 6,1,0,0.37208001763255893,50.0,61.55875970221858,74.28571428571429,3f9dbdbf18817089453d9ce812fa4bef67d8387f5e331797b20e413d100eeb1a,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,5,4 7 29 34 38,4 7,0,0,0.37208001763255893,50.0,89.8914822318395,54.28571428571429,1b730e7c18375fc8951418ae47600c82f88a038ceeda2977814ffb64c69cc22a,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,6,1 22 26 30 45,6 9,0,0,0.37208001763255893,50.0,89.55950200086666,57.14285714285714,d1e1ac5f57cc68ea10b0f09ffd90286a9ed0478d7bd788d6f33bc993e443bec6,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,7,15 19 20 43 48,2 8,0,1,0.37208001763255893,50.0,97.93814591078346,62.857142857142854,54ec0d4a9e58a8bf77844d6d764d685a25f77efe760781905f5e5ca70c502131,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,8,1 7 33 42 43,2 8,0,1,0.37208001763255893,50.0,95.29790331698625,68.57142857142857,5c198818f171a2aca58351b18a17a8de4dd67b10183f19d65474bcd73902fa82,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,9,5 7 26 37 39,3 4,0,1,0.37208001763255893,50.0,90.19344546235352,65.71428571428571,e78ce33075dbe4bbc7346ccd1e0c40c8f4c94f2a51acbee91b9acd15b14d5d2a,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,10,1 15 25 43 48,7 10,0,0,0.37208001763255893,50.0,96.46348269364155,68.57142857142857,47a532942876e4739c9e86d671d18db28344561c6cf64866fdc6aacfd5ef6ee6,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,11,3 6 31 49 50,6 9,0,0,0.37208001763255893,50.0,93.28955975554469,62.857142857142854,739c2cc0f31648beddf65fad73609aff36c964fd17cc3226d50ce569423aba5a,observed,synthetic_forward_replay
2,2025-09-17,frequency,3,12,5 11 16 29 45,4 10,1,0,0.37208001763255893,50.0,80.78580935215885,60.0,9b231760143d019701e0cf0e2d550aa9d8eab8d6e9b934b4f5553e22697fe7e9,observed,synthetic_forward_replay
2,2025-09-17,unpopularity,1,1,40 43 45 48 50,3 8,1,1,0.6294027302733096,100.0,99.99794442753826,54.285714285714285,cf34c7bb1cdc2d96e4de2737ade88f594613b8fcdfa4f45451c661ed1f560f13,observed,synthetic_forward_replay
2,2025-09-17,unpopularity,1,2,40 43 44 45 50,1 10,1,0,0.6294027302733096,100.0,99.995760753208,57.14285714285714,c001df2c81918c6b2329c6145036a88f55296c507e6ca9bc0a5cccff946a9902,observed,synthetic_forward_replay
2,2025-09-17,unpopularity,1,3,32 40 46 47 50,2 8,1,1,0.6294027302733096,100.0,99.99160678626338,45.714285714285715,099845ecc390b1fcd4adbf119b3009fcb365c4d5521202d170d9faf9a0c13574,observed,synthetic_forward_replay
2,2025-09-17,unpopularity,1,4,36 40 44 47 48,8 12,1,0,0.6294027302733096,100.0,99.99160678626338,34.285714285714285,2f0a70e581856f4c213ad011339cfb8352f6d893260b0283722d1cfbaef8735a,observed,synthetic_forward_replay
2,2025-09-17,unpopularity,1,5,33 38 45 48 50,6 12,0,0,0.6294027302733096,100.0,99.99097666855006,48.57142857142856,97d8d52d604e5b1f96abcd4aff184ec40bf2b04a7aec15f8991eb9a7ed784e25,observed,synthetic_forward_replay
2,2025-09-17,unpopularity,1,6,34 40 44 47 48,4 7,1,0,0.6294027302733096,100.0,99.9903369551355,28.57142857142857,a568e9b97de2f8dd29928be88af0118ee0038abbde46bf57102abc3c6baf487f,observed,synthetic_forward_replay
