evidence_rank,agent,agent_label,rank_within_agent,main_draw,auxiliary_draw,backtest_consistency_pct,backtest_mean_roi_alpha_pp,history_cutoff,score_status,commitment_sha256
16,spectral_contrarian,Spectral contrarian,4,2 12 20 34 40,6 11,100.0,0.24946432375958782,2025-11-26,PENDING,7f8355d79c1b5b6bdce381addde174ad27a58a79e48312e265303a416c282562
17,spectral_contrarian,Spectral contrarian,5,10 17 31 38 48,6 11,100.0,0.24946432375958782,2025-11-26,PENDING,f4b6c9940994071cc16f1192bec51e42db98db33683d8891832555e932774c54
18,spectral_contrarian,Spectral contrarian,6,3 14 22 35 42,7 12,100.0,0.24946432375958782,2025-11-26,PENDING,33561da4db100024281c16faace4c9780fa1ff3e1a596286ab972683cfb09cc9
19,spectral_contrarian,Spectral contrarian,7,1 8 19 33 39,3 11,100.0,0.24946432375958782,2025-11-26,PENDING,9a6e6bc1e9d6de4d1c4dbad5dd5e4eb139394227a4559253300d146c40f4921b
20,spectral_contrarian,Spectral contrarian,8,11 19 33 39 50,6 11,100.0,0.24946432375958782,2025-11-26,PENDING,e91a6ffb2606148d714e4f2294a22dfa78794c93363e4df145c01e07c67ec23a
21,spectral_contrarian,Spectral contrarian,9,6 17 26 38 48,3 7,100.0,0.24946432375958782,2025-11-26,PENDING,5e06b938d1bf94d8fae8417350e3036eb1f6c6cd9555d50637d528b8e011f3ed
22,spectral_contrarian,Spectral contrarian,10,4 15 23 36 46,2 7,100.0,0.24946432375958782,2025-11-26,PENDING,88deeff0faf1ce8746221de643386f77b50a633a6fbfd6195bdfb839e4ff5a77
23,spectral_contrarian,Spectral contrarian,11,5 16 24 37 47,2 7,100.0,0.24946432375958782,2025-11-26,PENDING,f5d234b1ae42616d0be1ab35fcda7b913b232a8f0c46bdacfd4acf40a679f9b0
24,spectral_contrarian,Spectral contrarian,12,7 18 32 39 50,3 11,100.0,0.24946432375958782,2025-11-26,PENDING,50fc1f34636d5fb0c73ab26192bf96b33b70ca13c2c0b9b7c4caa8f17525ba12
25,uniform_random,Uniform null,1,1 5 11 25 36,2 3,0.0,0.0,2025-11-26,PENDING,991c8a593a935907adc380030419cde62cbd4b3b98bac196cbc0d0f87a934c2a
26,uniform_random,Uniform null,2,2 11 28 40 41,6 10,0.0,0.0,2025-11-26,PENDING,c782c594d1a9cc34b0ca70c38c66f6ee40898c65d82335e6f306b1a018931dc1
27,uniform_random,Uniform null,3,2 20 45 46 47,3 9,0.0,0.0,2025-11-26,PENDING,8660a1eec615a2538ce4642afa03fb4b9e74b657cf3068a5202d5f4f109098f6
28,uniform_random,Uniform null,4,5 6 10 11 42,2 12,0.0,0.0,2025-11-26,PENDING,0d04d4c8a3968cbbd348aab57a1726be8fe9c29a7e6b264ed13afa3059ac2fc3
29,uniform_random,Uniform null,5,5 22 34 40 50,2 3,0.0,0.0,2025-11-26,PENDING,0ffbff92380f45704168de1afadfdf8266d9fb1b3a4d299d2dbf05ba4f092d11
30,uniform_random,Uniform null,6,9 26 35 39 46,4 9,0.0,0.0,2025-11-26,PENDING,9853fa4259cec619238515057a3cbc2e73f4a4ff10ad185c781352b9174755cc
31,uniform_random,Uniform null,7,16 19 32 37 47,3 11,0.0,0.0,2025-11-26,PENDING,22ad2c7de1ea672a7c3b98fcda73812d1ca6774a445c163e835b16fbfd97f36f
32,uniform_random,Uniform null,8,16 22 40 43 47,1 3,0.0,0.0,2025-11-26,PENDING,8b969497bb49febb013640384f6b91ec0586e2a84a2a63b4557220fe34947545
33,uniform_random,Uniform null,9,22 23 30 34 42,7 12,0.0,0.0,2025-11-26,PENDING,fbc3a220450ef736f5b156e7a8d71d40ead05aee86ffa872439f76823b31bf81
34,uniform_random,Uniform null,10,23 30 33 42 44,7 12,0.0,0.0,2025-11-26,PENDING,12058c9fdca5c9bb4ff4d373cf97304022a0edc8e3762b58620a34f5c83655d9
35,uniform_random,Uniform null,11,25 33 36 40 46,9 10,0.0,0.0,2025-11-26,PENDING,100c289acbf806551450b694233a511fcfb0aff68a028cc63443176f907d2e3a
36,uniform_random,Uniform null,12,38 43 45 46 49,2 11,0.0,0.0,2025-11-26,PENDING,d89a6ffd27a54f78d0676349486504a6ca58b6dfce842dfccc5a2af1d45e8c51
37,frequency,Frequency,1,9 35 43 48 49,6 9,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,0aed920aa0588f4c8ac11d08db94cbd43da0c1aa5337d0d4913b9ad2f64ab6b1
38,frequency,Frequency,2,1 7 15 37 43,7 10,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,326e40d018a91418ff6013697dbd9bfc51f24238ad0d6b2f095114306f91a2e3
39,frequency,Frequency,3,15 22 26 29 39,2 9,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,415e4ef0a88bf76caaa716284a862e73d844672e3a08240cae25c9214e205f14
40,frequency,Frequency,4,1 5 9 27 35,2 8,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,8289cf1fb58e930bc5953eaf424fdc3a20fdf4beb48c631e2ce9732e5cd1ad60
41,frequency,Frequency,5,9 39 47 49 50,6 10,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,4c296a526dccb9dfc631cb2d09ed0c1b5152966fac53591b765cd0847bdca759
42,frequency,Frequency,6,23 26 27 48 50,4 12,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,7a2e893b37ae1e89e6aa78ddeb822177b1a915ce5ea166f7660872ed5b554142
43,frequency,Frequency,7,3 6 24 32 45,4 7,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,a1906a70f5e7bb40f0bdeeacd22cb7c58f3e24ffe724dcf1d932ad5a242393d7
44,frequency,Frequency,8,6 7 11 24 32,4 7,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,1488b00d123e9133e3456bf223301e7367a7bf7454853874761d283be9f71226
45,frequency,Frequency,9,37 40 41 43 50,6 12,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,3c253fd8dfe1b70ae823340b831567e7b77b6678e48b03758c137339522b20ae
46,frequency,Frequency,10,15 23 27 40 41,2 3,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,680cb2b93a6d3d25e68cc9de405a69496070553a185ad4376059e71fd84a436c
47,frequency,Frequency,11,17 19 21 22 33,8 11,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,d9772991a19b44beb9fcfcad33da89f98269ebcc70bb11c188475e2d9518f05f
48,frequency,Frequency,12,12 18 21 33 37,3 10,33.33333333333333,-0.1023733501133726,2025-11-26,PENDING,d57e752a5f5f8fc217ddaa58fc49e52b942bf147c3b95a741bebee4d4eabc9fc
49,gingerm,Co-occurrence,1,1 5 15 24 29,1 6,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,1605dee07e7fc747c8cd0c58de72b15d3768cd035727b434d8dd603825599618
50,gingerm,Co-occurrence,2,1 5 18 19 24,1 10,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,cde82fec30239f8fba401c8653f81ff1fa1af87ee58b780905f26572b9238e10
51,gingerm,Co-occurrence,3,1 18 24 27 29,1 10,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,fe204a35378a89b236655f7734c59779b44cca468322b2872f4c33ccf51aa569
52,gingerm,Co-occurrence,4,1 20 24 29 43,1 6,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,ada3610aa1b8bb92ae429fd5eae9b7094b10d32ba5298c877e9b615a8bcaafc9
53,gingerm,Co-occurrence,5,1 22 29 43 49,1 6,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,84675fe2faaacf50dae0773615f26ce646261358c164c0bf6b46863ef7da8441
54,gingerm,Co-occurrence,6,1 24 29 31 47,1 6,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,84b3168981eec9c3221b6093085a3256e4994187926ab732468de9a928b472e7
55,gingerm,Co-occurrence,7,9 22 25 43 49,1 5,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,1b3616f134a3a711a1c51833f588de076df70920c0e24db95af7ac099466cde5
56,gingerm,Co-occurrence,8,17 23 26 27 45,1 10,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,525757b0bc16709443b06a29c6b7ed18561ae6577ec02fa522cb67b93f034a35
57,gingerm,Co-occurrence,9,17 27 31 32 45,1 10,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,4e2a59c468792a4303140663161b6cdcbe273806a111221fd7389d22ede2edb1
58,gingerm,Co-occurrence,10,18 23 27 45 49,1 10,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,11900f5aef6f0e1cf5f1a1b150fd5de4be11801ccdc9632b0cca197903fe5c98
59,gingerm,Co-occurrence,11,23 24 27 31 45,1 10,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,4ea335ae8cd4bd518fd988ba42f101b7df3662e8c94142f24cd5dc9109b15670
60,gingerm,Co-occurrence,12,27 32 43 45 49,1 3,16.666666666666664,-0.31346970334112473,2025-11-26,PENDING,c86edb251aafcc57459bce29263f6cccc7c470d44f77f4bb8e1abfb6e709a9e9
61,parallax,Parallax guard,1,39 44 47 48 50,7 9,25.0,-0.3219112615381825,2025-11-26,PENDING,e90608fa7f8aff4b9e66fc19e1f73ee8e6a57ce727f357234e847105d9a7bc86
62,coordinated_aggregation,Coordinator,1,39 44 47 48 50,7 9,25.0,-0.3219112615381825,2025-11-26,PENDING,a17a850c37c6d92d9f073c8c0fe81c608f83fbeed3025f5a2b7a7c86bfce2530
63,parallax,Parallax guard,2,33 38 40 41 43,2 8,25.0,-0.3219112615381825,2025-11-26,PENDING,c0d84e45f097e78b10761d5ddbb6a45103f3b86be379ef79ffc7ab4b0ec0277d
64,coordinated_aggregation,Coordinator,2,33 38 40 41 43,2 8,25.0,-0.3219112615381825,2025-11-26,PENDING,ad41b31fcd1536887f928580a00c0f6a75cd21303a0e7da5ffb7ab9e80708df5
65,parallax,Parallax guard,3,17 36 45 46 49,5 6,25.0,-0.3219112615381825,2025-11-26,PENDING,e7cc27925cd1b27e01b8e6549e5bd1f4649f0fd972120f4ebdb992d9cd945eb2
66,coordinated_aggregation,Coordinator,3,17 36 45 46 49,5 6,25.0,-0.3219112615381825,2025-11-26,PENDING,31813cce69735049f6f3d5ca45a1c19e66ffbf40da3e4c55267d9af2d28d3c8b
67,parallax,Parallax guard,4,15 19 34 35 37,4 11,25.0,-0.3219112615381825,2025-11-26,PENDING,1aad34829c6eb65d7984353a801080391f996ed210cb24601a7866bce190e318
68,coordinated_aggregation,Coordinator,4,15 19 34 35 37,4 11,25.0,-0.3219112615381825,2025-11-26,PENDING,3c4efdfa2116ab8001f84d06116fae1d4f81765e9c0697d34bcd5648e4f32ad3
69,parallax,Parallax guard,5,5 18 31 32 42,1 3,25.0,-0.3219112615381825,2025-11-26,PENDING,f7bc76073981873f4e2bc5a74d017346c1261902fe713e9276d230536c447872
70,coordinated_aggregation,Coordinator,5,5 18 31 32 42,1 3,25.0,-0.3219112615381825,2025-11-26,PENDING,f4521dac2b096c2e5381dff0c8bf065291b4690c769af8f1f852ba871293e252
71,parallax,Parallax guard,6,2 6 13 16 24,10 12,25.0,-0.3219112615381825,2025-11-26,PENDING,6a05b5191ec64822c7ce0cdebb56218cbd34e441b25fbe232e3123c1b5822246
72,coordinated_aggregation,Coordinator,6,2 6 13 16 24,10 12,25.0,-0.3219112615381825,2025-11-26,PENDING,784625e4414a7abc8d51d32de12455c399ca7f2669063813bd1535330b44022d
73,parallax,Parallax guard,7,14 21 23 26 29,1 2,25.0,-0.3219112615381825,2025-11-26,PENDING,6fc02a7343f9ee913bcb71ca01a0d15d85525912049bdfeeef8c426d743754b9
74,coordinated_aggregation,Coordinator,7,14 21 23 26 29,1 2,25.0,-0.3219112615381825,2025-11-26,PENDING,3d8621226339ccfed048a274e962c6c7b8c24f92d34c4c783e0e9871e730d228
75,parallax,Parallax guard,8,1 10 12 20 30,3 6,25.0,-0.3219112615381825,2025-11-26,PENDING,319a7ee9a6b7bc3526af1e0544d3ca47039c423514de810b5010385af10b6e90
76,coordinated_aggregation,Coordinator,8,1 10 12 20 30,3 6,25.0,-0.3219112615381825,2025-11-26,PENDING,8a701046013a73ef03019620bcec2614aa48c94e6a069eaf59420dac0a33baab
77,parallax,Parallax guard,9,4 11 17 25 27,4 5,25.0,-0.3219112615381825,2025-11-26,PENDING,9c63f3a093beaed15cae2911bfdd3237cef8d98092d5ce6600bfe39b9cc58fa3
78,coordinated_aggregation,Coordinator,9,4 11 17 25 27,4 5,25.0,-0.3219112615381825,2025-11-26,PENDING,a35356d9abbe2d85b28a80db7b079f290d19fff6f52ecfb5b612effd16114745
79,parallax,Parallax guard,10,22 28 37 40 47,7 10,25.0,-0.3219112615381825,2025-11-26,PENDING,07d3c1ab390af7d3120be4ba61b259eca01473c083f5d119fc780db653d9cf53
80,coordinated_aggregation,Coordinator,10,22 28 37 40 47,7 10,25.0,-0.3219112615381825,2025-11-26,PENDING,090258f11e4547dd3053ff5135936e4dee265e120144355a2752e4e6fc9c7a45
81,parallax,Parallax guard,11,3 34 36 43 48,11 12,25.0,-0.3219112615381825,2025-11-26,PENDING,e878846f3dae0f6979be69b8bfede30446c45b2d4c779fe2e92f65c631344768
82,coordinated_aggregation,Coordinator,11,3 34 36 43 48,11 12,25.0,-0.3219112615381825,2025-11-26,PENDING,db2eb43285147198790f29590e9d179bed82f32f3ef76caed4884db3068b9a73
83,parallax,Parallax guard,12,23 32 40 44 46,8 9,25.0,-0.3219112615381825,2025-11-26,PENDING,e03719154a2707aa0a229559053cab764aaf36ce1616a1cd830363b6fce4b120
84,coordinated_aggregation,Coordinator,12,23 32 40 44 46,8 9,25.0,-0.3219112615381825,2025-11-26,PENDING,86a8e29179f584efe34fca22c3b50e5920de50b6e24621d588a4e16fef5613d6
